"zip","type","primary_city","state","county","latitude","longitude","population"
"45304","STANDARD","Arcanum","OH","Darke County",39.99,-84.55,7367
"45305","STANDARD","Bellbrook","OH","Greene County",39.64,-84.08,10996
"45306","STANDARD","Botkins","OH","Shelby County",40.46,-84.18,2368
"45308","STANDARD","Bradford","OH","Darke County",40.13,-84.42,4544
"45309","STANDARD","Brookville","OH","Montgomery County",39.83,-84.41,11791
"45311","STANDARD","Camden","OH","Preble County",39.63,-84.64,5822
"45312","STANDARD","Casstown","OH","Miami County",40.05,-84.12,1523
"45314","STANDARD","Cedarville","OH","Greene County",39.74,-83.81,3366
"45315","STANDARD","Clayton","OH","Montgomery County",39.86,-84.35,4919
"45317","STANDARD","Conover","OH","Champaign County",40.14,-84.03,1159
"45318","STANDARD","Covington","OH","Miami County",40.11,-84.35,5458
"45320","STANDARD","Eaton","OH","Preble County",39.74,-84.63,14534
"45321","STANDARD","Eldorado","OH","Preble County",39.9,-84.67,1003
"45322","STANDARD","Englewood","OH","Montgomery County",39.86,-84.3,21285
"45323","STANDARD","Enon","OH","Clark County",39.86,-83.93,5423
"45324","STANDARD","Fairborn","OH","Greene County",39.8,-84.01,30809
"45325","STANDARD","Farmersville","OH","Montgomery County",39.67,-84.42,2691
"45326","STANDARD","Fletcher","OH","Miami County",40.14,-84.11,1252
"45327","STANDARD","Germantown","OH","Montgomery County",39.63,-84.36,8987
"45331","STANDARD","Greenville","OH","Darke County",40.1,-84.62,21577
"45332","STANDARD","Hollansburg","OH","Darke County",39.99,-84.79,630
"45333","STANDARD","Houston","OH","Shelby County",40.24,-84.35,1463
"45334","STANDARD","Jackson Center","OH","Shelby County",40.43,-84.03,2125
"45335","STANDARD","Jamestown","OH","Greene County",39.65,-83.74,6728
"45337","STANDARD","Laura","OH","Miami County",39.99,-84.4,1849
"45338","STANDARD","Lewisburg","OH","Preble County",39.84,-84.54,5217
"45339","STANDARD","Ludlow Falls","OH","Miami County",39.99,-84.33,1380
"45340","STANDARD","Maplewood","OH","Shelby County",40.35,-84.06,855
"45341","STANDARD","Medway","OH","Clark County",39.87,-84.02,3584
"45342","STANDARD","Miamisburg","OH","Montgomery County",39.63,-84.27,33133
"45344","STANDARD","New Carlisle","OH","Clark County",39.94,-84.02,16799
"45345","STANDARD","New Lebanon","OH","Montgomery County",39.74,-84.4,5988
"45346","STANDARD","New Madison","OH","Darke County",39.96,-84.7,2293
"45347","STANDARD","New Paris","OH","Preble County",39.85,-84.79,4061
"45348","STANDARD","New Weston","OH","Darke County",40.33,-84.64,944
"45356","STANDARD","Piqua","OH","Miami County",40.14,-84.25,24332
"45359","STANDARD","Pleasant Hill","OH","Miami County",40.05,-84.34,2026
"45362","STANDARD","Rossburg","OH","Darke County",40.27,-84.63,1145
"45363","STANDARD","Russia","OH","Shelby County",40.23,-84.41,1865
"45365","STANDARD","Sidney","OH","Shelby County",40.28,-84.16,28896
"45368","STANDARD","South Charleston","OH","Clark County",39.82,-83.64,4874
"45369","STANDARD","South Vienna","OH","Clark County",39.92,-83.61,3495
"45370","STANDARD","Spring Valley","OH","Greene County",39.61,-84,2505
"45371","STANDARD","Tipp City","OH","Miami County",39.96,-84.18,18750
"45373","STANDARD","Troy","OH","Miami County",40.04,-84.21,32685
"45377","STANDARD","Vandalia","OH","Montgomery County",39.87,-84.19,14909
"45380","STANDARD","Versailles","OH","Darke County",40.22,-84.48,5573
"45381","STANDARD","West Alexandria","OH","Preble County",39.74,-84.53,5717
"45382","STANDARD","West Manchester","OH","Preble County",39.9,-84.62,1163
"45383","STANDARD","West Milton","OH","Miami County",39.95,-84.32,6800
"45385","STANDARD","Xenia","OH","Greene County",39.68,-83.94,34579
"45387","STANDARD","Yellow Springs","OH","Greene County",39.79,-83.89,5034
"45388","STANDARD","Yorkshire","OH","Darke County",40.32,-84.49,861
"45390","STANDARD","Union City","OH","Darke County",40.19,-84.79,3050
"45402","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,8523
"45403","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,11713
"45404","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,9175
"45405","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,17148
"45406","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,20282
"45408","STANDARD","Dayton","OH","Montgomery County",39.74,-84.22,6604
"45409","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,6037
"45410","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,12112
"45412","UNIQUE","Dayton","OH","Montgomery County",39.77,-84.19,19
"45414","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,19368
"45415","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,12231
"45416","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,5369
"45417","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,6799
"45418","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,5055
"45419","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,15521
"45420","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,22337
"45423","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,29
"45424","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,48466
"45426","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,14836
"45427","STANDARD","Dayton","OH","Montgomery County",39.75,-84.27,8060
"45429","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,25754
"45430","STANDARD","Dayton","OH","Greene County",39.77,-84.19,7694
"45431","STANDARD","Dayton","OH","Greene County",39.77,-84.19,24065
"45432","STANDARD","Dayton","OH","Greene County",39.77,-84.19,14362
"45433","STANDARD","Dayton","OH","Greene County",39.77,-84.19,1905
"45434","STANDARD","Dayton","OH","Greene County",39.77,-84.19,12749
"45435","UNIQUE","Dayton","OH","Greene County",39.77,-84.19,28
"45439","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,8909
"45440","STANDARD","Dayton","OH","Greene County",39.77,-84.19,19822
"45449","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,16923
"45458","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,29637
"45459","STANDARD","Dayton","OH","Montgomery County",39.77,-84.19,27884
"45502","STANDARD","Springfield","OH","Clark County",39.92,-83.79,17197
"45503","STANDARD","Springfield","OH","Clark County",39.92,-83.79,29458
"45504","STANDARD","Springfield","OH","Clark County",39.92,-83.79,15833
"45505","STANDARD","Springfield","OH","Clark County",39.92,-83.79,16944
"45506","STANDARD","Springfield","OH","Clark County",39.92,-83.79,12048
"45601","STANDARD","Chillicothe","OH","Ross County",39.33,-82.98,47168
"45612","STANDARD","Bainbridge","OH","Ross County",39.22,-83.26,4445
"45613","STANDARD","Beaver","OH","Pike County",39.03,-82.82,3128
"45614","STANDARD","Bidwell","OH","Gallia County",38.94,-82.25,3865
"45616","STANDARD","Blue Creek","OH","Adams County",38.74,-83.35,1113
"45619","STANDARD","Chesapeake","OH","Lawrence County",38.43,-82.45,7292
"45620","STANDARD","Cheshire","OH","Gallia County",38.94,-82.11,893
"45622","STANDARD","Creola","OH","Vinton County",39.35,-82.5,444
"45623","STANDARD","Crown City","OH","Gallia County",38.58,-82.28,2875
"45628","STANDARD","Frankfort","OH","Ross County",39.4,-83.18,4860
"45629","STANDARD","Franklin Furnace","OH","Scioto County",38.6,-82.84,2721
"45631","STANDARD","Gallipolis","OH","Gallia County",38.82,-82.19,13130
"45634","STANDARD","Hamden","OH","Vinton County",39.16,-82.52,1825
"45638","STANDARD","Ironton","OH","Lawrence County",38.53,-82.67,18323
"45640","STANDARD","Jackson","OH","Jackson County",39.04,-82.62,14031
"45644","STANDARD","Kingston","OH","Ross County",39.47,-82.91,4074
"45645","STANDARD","Kitts Hill","OH","Lawrence County",38.57,-82.53,2594
"45646","STANDARD","Latham","OH","Pike County",39.07,-83.32,424
"45647","STANDARD","Londonderry","OH","Vinton County",39.27,-82.75,2201
"45648","STANDARD","Lucasville","OH","Scioto County",38.87,-82.99,10174
"45650","STANDARD","Lynx","OH","Adams County",38.74,-83.36,312
"45651","STANDARD","Mc Arthur","OH","Vinton County",39.24,-82.47,4915
"45652","STANDARD","Mc Dermott","OH","Scioto County",38.83,-83.07,2829
"45653","STANDARD","Minford","OH","Scioto County",38.88,-82.83,3597
"45654","STANDARD","New Plymouth","OH","Vinton County",39.37,-82.39,809
"45656","STANDARD","Oak Hill","OH","Jackson County",38.89,-82.56,5564
"45657","STANDARD","Otway","OH","Scioto County",38.86,-83.18,2178
"45658","STANDARD","Patriot","OH","Gallia County",38.77,-82.43,2074
"45659","STANDARD","Pedro","OH","Lawrence County",38.66,-82.63,2479
"45660","STANDARD","Peebles","OH","Adams County",38.94,-83.4,7011
"45661","STANDARD","Piketon","OH","Pike County",39.06,-82.99,6384
"45662","STANDARD","Portsmouth","OH","Scioto County",38.75,-82.95,22021
"45663","STANDARD","West Portsmouth","OH","Scioto County",38.76,-83.03,5700
"45669","STANDARD","Proctorville","OH","Lawrence County",38.43,-82.38,9642
"45671","STANDARD","Rarden","OH","Scioto County",38.92,-83.24,327
"45672","STANDARD","Ray","OH","Jackson County",39.2,-82.68,1459
"45673","STANDARD","Richmond Dale","OH","Ross County",39.2,-82.81,386
"45678","STANDARD","Scottown","OH","Lawrence County",38.61,-82.39,1039
"45679","STANDARD","Seaman","OH","Adams County",38.93,-83.57,2729
"45680","STANDARD","South Point","OH","Lawrence County",38.41,-82.57,10978
"45681","STANDARD","South Salem","OH","Ross County",39.33,-83.3,1432
"45682","STANDARD","South Webster","OH","Scioto County",38.81,-82.72,1941
"45684","STANDARD","Stout","OH","Scioto County",38.67,-83.21,1542
"45685","STANDARD","Thurman","OH","Gallia County",38.92,-82.43,1048
"45686","STANDARD","Vinton","OH","Gallia County",38.97,-82.34,2878
"45688","STANDARD","Waterloo","OH","Lawrence County",38.73,-82.53,414
"45690","STANDARD","Waverly","OH","Pike County",39.12,-82.98,12433
"45692","STANDARD","Wellston","OH","Jackson County",39.11,-82.53,7712
"45693","STANDARD","West Union","OH","Adams County",38.79,-83.54,7603
"45694","STANDARD","Wheelersburg","OH","Scioto County",38.73,-82.84,10396
"45695","STANDARD","Wilkesville","OH","Vinton County",39.07,-82.32,568
"45696","STANDARD","Willow Wood","OH","Lawrence County",38.59,-82.45,1237
"45697","STANDARD","Winchester","OH","Adams County",38.94,-83.65,4357
"45701","STANDARD","Athens","OH","Athens County",39.32,-82.09,17110
"45710","STANDARD","Albany","OH","Athens County",39.22,-82.19,4997
"45711","STANDARD","Amesville","OH","Athens County",39.4,-81.95,869
"45714","STANDARD","Belpre","OH","Washington County",39.27,-81.58,9229
"45715","STANDARD","Beverly","OH","Morgan County",39.54,-81.63,2505
"45721","STANDARD","Coal Run","OH","Washington County",39.54,-81.64,57
"45723","STANDARD","Coolville","OH","Athens County",39.22,-81.79,3221
"45724","STANDARD","Cutler","OH","Washington County",39.4,-81.77,1439
"45727","STANDARD","Dexter City","OH","Noble County",39.65,-81.47,497
"45729","STANDARD","Fleming","OH","Washington County",39.4,-81.64,1481
"45732","STANDARD","Glouster","OH","Athens County",39.5,-82.08,3966
"45734","STANDARD","Graysville","OH","Monroe County",39.66,-81.17,462
"45735","STANDARD","Guysville","OH","Athens County",39.29,-81.92,1446
"45741","STANDARD","Langsville","OH","Meigs County",39.05,-82.23,763
"45742","STANDARD","Little Hocking","OH","Washington County",39.29,-81.73,2897
"45743","STANDARD","Long Bottom","OH","Meigs County",39.08,-81.87,1188
"45744","STANDARD","Lowell","OH","Washington County",39.52,-81.5,2808
"45745","STANDARD","Lower Salem","OH","Noble County",39.56,-81.39,1034
"45746","STANDARD","Macksburg","OH","Washington County",39.63,-81.45,384
"45750","STANDARD","Marietta","OH","Washington County",39.42,-81.44,23968
"45760","STANDARD","Middleport","OH","Meigs County",38.99,-82.05,2745
"45761","STANDARD","Millfield","OH","Athens County",39.41,-82.11,1362
"45764","STANDARD","Nelsonville","OH","Athens County",39.45,-82.22,5793
"45766","STANDARD","New Marshfield","OH","Athens County",39.33,-82.23,1318
"45767","STANDARD","New Matamoras","OH","Washington County",39.53,-81.12,2329
"45768","STANDARD","Newport","OH","Washington County",39.4,-81.26,1707
"45769","STANDARD","Pomeroy","OH","Meigs County",39.02,-82.03,5316
"45770","STANDARD","Portland","OH","Meigs County",38.99,-81.81,463
"45771","STANDARD","Racine","OH","Meigs County",38.96,-81.91,3042
"45772","STANDARD","Reedsville","OH","Meigs County",39.14,-81.78,1467
"45773","STANDARD","Reno","OH","Washington County",39.39,-81.35,769
"45775","STANDARD","Rutland","OH","Meigs County",39.04,-82.12,1258
"45776","STANDARD","Shade","OH","Athens County",39.21,-82.01,648
"45778","STANDARD","Stewart","OH","Athens County",39.32,-81.89,818
"45780","STANDARD","The Plains","OH","Athens County",39.36,-82.13,2632
"45784","STANDARD","Vincent","OH","Washington County",39.33,-81.67,3120
"45786","STANDARD","Waterford","OH","Washington County",39.51,-81.66,3067
"45788","STANDARD","Whipple","OH","Washington County",39.48,-81.35,1053
"45789","STANDARD","Wingett Run","OH","Washington County",39.54,-81.28,212
"45801","STANDARD","Lima","OH","Allen County",40.74,-84.11,19788
"45804","STANDARD","Lima","OH","Allen County",40.74,-84.11,13622
"45805","STANDARD","Lima","OH","Allen County",40.74,-84.11,21063
"45806","STANDARD","Lima","OH","Allen County",40.68,-84.12,11216
"45807","STANDARD","Lima","OH","Allen County",40.74,-84.11,12148
"45808","STANDARD","Beaverdam","OH","Allen County",40.83,-83.97,310
"45809","STANDARD","Gomer","OH","Allen County",40.81,-84.13,211
"45810","STANDARD","Ada","OH","Hardin County",40.76,-83.82,5302
"45812","STANDARD","Alger","OH","Hardin County",40.7,-83.84,1964
"45813","STANDARD","Antwerp","OH","Paulding County",41.18,-84.73,3490
"45814","STANDARD","Arlington","OH","Hancock County",40.89,-83.65,2715
"45817","STANDARD","Bluffton","OH","Allen County",40.89,-83.88,6087
"45819","STANDARD","Buckland","OH","Auglaize County",40.62,-84.26,200
"45821","STANDARD","Cecil","OH","Paulding County",41.21,-84.6,1380
"45822","STANDARD","Celina","OH","Mercer County",40.55,-84.57,19164
"45827","STANDARD","Cloverdale","OH","Putnam County",41.01,-84.3,2342
"45828","STANDARD","Coldwater","OH","Mercer County",40.48,-84.63,6498
"45830","STANDARD","Columbus Grove","OH","Putnam County",40.91,-84.05,6284
"45831","STANDARD","Continental","OH","Putnam County",41.09,-84.26,3167
"45832","STANDARD","Convoy","OH","Van Wert County",40.91,-84.7,3022
"45833","STANDARD","Delphos","OH","Allen County",40.84,-84.33,11076
"45835","STANDARD","Dola","OH","Hardin County",40.78,-83.69,432
"45836","STANDARD","Dunkirk","OH","Hardin County",40.78,-83.64,1427
"45840","STANDARD","Findlay","OH","Hancock County",41.04,-83.64,50822
"45841","STANDARD","Jenera","OH","Hancock County",40.89,-83.72,1031
"45843","STANDARD","Forest","OH","Hardin County",40.8,-83.51,3599
"45844","STANDARD","Fort Jennings","OH","Putnam County",40.9,-84.29,3460
"45845","STANDARD","Fort Loramie","OH","Shelby County",40.34,-84.37,3484
"45846","STANDARD","Fort Recovery","OH","Mercer County",40.41,-84.77,4723
"45849","STANDARD","Grover Hill","OH","Paulding County",41.01,-84.47,1184
"45850","STANDARD","Harrod","OH","Allen County",40.7,-83.92,3598
"45851","STANDARD","Haviland","OH","Paulding County",41.01,-84.58,659
"45856","STANDARD","Leipsic","OH","Putnam County",41.09,-83.98,5179
"45858","STANDARD","Mc Comb","OH","Hancock County",41.1,-83.78,3143
"45860","STANDARD","Maria Stein","OH","Mercer County",40.39,-84.51,2379
"45862","STANDARD","Mendon","OH","Mercer County",40.67,-84.51,1466
"45863","STANDARD","Middle Point","OH","Van Wert County",40.85,-84.44,1249
"45865","STANDARD","Minster","OH","Auglaize County",40.39,-84.37,5252
"45867","STANDARD","Mount Blanchard","OH","Hancock County",40.89,-83.55,1292
"45868","STANDARD","Mount Cory","OH","Hancock County",40.93,-83.82,740
"45869","STANDARD","New Bremen","OH","Auglaize County",40.43,-84.38,5028
"45871","STANDARD","New Knoxville","OH","Auglaize County",40.49,-84.31,2252
"45872","STANDARD","North Baltimore","OH","Wood County",41.18,-83.67,3967
"45873","STANDARD","Oakwood","OH","Paulding County",41.09,-84.37,2445
"45874","STANDARD","Ohio City","OH","Van Wert County",40.77,-84.61,2227
"45875","STANDARD","Ottawa","OH","Putnam County",41.02,-84.04,11424
"45877","STANDARD","Pandora","OH","Putnam County",40.94,-83.96,2207
"45879","STANDARD","Paulding","OH","Paulding County",41.13,-84.58,5958
"45880","STANDARD","Payne","OH","Paulding County",41.07,-84.72,2466
"45881","STANDARD","Rawson","OH","Hancock County",40.95,-83.78,1414
"45882","STANDARD","Rockford","OH","Mercer County",40.69,-84.64,3119
"45883","STANDARD","Saint Henry","OH","Mercer County",40.42,-84.63,4228
"45885","STANDARD","Saint Marys","OH","Auglaize County",40.54,-84.39,12593
"45886","STANDARD","Scott","OH","Paulding County",40.98,-84.58,514
"45887","STANDARD","Spencerville","OH","Allen County",40.7,-84.35,4634
"45889","STANDARD","Van Buren","OH","Hancock County",41.13,-83.64,1381
"45890","STANDARD","Vanlue","OH","Hancock County",40.97,-83.48,632
"45891","STANDARD","Van Wert","OH","Van Wert County",40.86,-84.58,14974
"45894","STANDARD","Venedocia","OH","Van Wert County",40.78,-84.45,652
"45895","STANDARD","Wapakoneta","OH","Auglaize County",40.57,-84.19,17609
"45896","STANDARD","Waynesfield","OH","Auglaize County",40.6,-83.97,2103
"45897","STANDARD","Williamstown","OH","Hancock County",40.83,-83.63,118
"45898","STANDARD","Willshire","OH","Van Wert County",40.74,-84.79,1237
"45999","UNIQUE","Cincinnati","OH","Hamilton County",39.09,-84.51,14
"46001","STANDARD","Alexandria","IN","Madison County",40.25,-85.67,10843
"46011","STANDARD","Anderson","IN","Madison County",40.09,-85.68,16412
"46012","STANDARD","Anderson","IN","Madison County",40.09,-85.68,17787
"46013","STANDARD","Anderson","IN","Madison County",40.09,-85.68,16427
"46016","STANDARD","Anderson","IN","Madison County",40.09,-85.68,15009
"46017","STANDARD","Anderson","IN","Madison County",40.09,-85.68,5868
"46030","STANDARD","Arcadia","IN","Hamilton County",40.17,-86.02,3177
"46031","STANDARD","Atlanta","IN","Hamilton County",40.21,-86.02,2349
"46032","STANDARD","Carmel","IN","Hamilton County",39.96,-86.1,41052
"46033","STANDARD","Carmel","IN","Hamilton County",39.96,-86.1,37329
"46034","STANDARD","Cicero","IN","Hamilton County",40.12,-86.02,6654
"46035","STANDARD","Colfax","IN","Clinton County",40.19,-86.66,1217
"46036","STANDARD","Elwood","IN","Madison County",40.27,-85.83,11530
"46037","STANDARD","Fishers","IN","Hamilton County",39.96,-85.94,28940
"46038","STANDARD","Fishers","IN","Hamilton County",39.95,-86.02,37442
"46039","STANDARD","Forest","IN","Clinton County",40.37,-86.31,800
"46040","STANDARD","Fortville","IN","Hancock County",39.93,-85.84,8828
"46041","STANDARD","Frankfort","IN","Clinton County",40.28,-86.51,23316
"46044","STANDARD","Frankton","IN","Madison County",40.22,-85.77,2986
"46048","STANDARD","Ingalls","IN","Madison County",39.96,-85.79,1571
"46049","STANDARD","Kempton","IN","Tipton County",40.28,-86.23,866
"46050","STANDARD","Kirklin","IN","Clinton County",40.19,-86.35,1787
"46051","STANDARD","Lapel","IN","Madison County",40.06,-85.84,2731
"46052","STANDARD","Lebanon","IN","Boone County",40.05,-86.47,20883
"46055","STANDARD","Mc Cordsville","IN","Hancock County",39.9,-85.93,8917
"46056","STANDARD","Markleville","IN","Madison County",39.97,-85.61,2409
"46057","STANDARD","Michigantown","IN","Clinton County",40.32,-86.39,1159
"46058","STANDARD","Mulberry","IN","Clinton County",40.34,-86.66,2103
"46060","STANDARD","Noblesville","IN","Hamilton County",40.05,-86.03,30498
"46062","STANDARD","Noblesville","IN","Hamilton County",40.05,-86.03,25513
"46064","STANDARD","Pendleton","IN","Madison County",40,-85.74,12995
"46065","STANDARD","Rossville","IN","Clinton County",40.42,-86.59,3458
"46068","STANDARD","Sharpsville","IN","Tipton County",40.37,-86.08,3119
"46069","STANDARD","Sheridan","IN","Hamilton County",40.13,-86.21,6411
"46070","STANDARD","Summitville","IN","Madison County",40.33,-85.64,2296
"46071","STANDARD","Thorntown","IN","Boone County",40.12,-86.61,3430
"46072","STANDARD","Tipton","IN","Tipton County",40.28,-86.04,9079
"46074","STANDARD","Westfield","IN","Hamilton County",40.04,-86.13,21971
"46075","STANDARD","Whitestown","IN","Boone County",39.99,-86.34,2237
"46076","STANDARD","Windfall","IN","Tipton County",40.36,-85.95,1754
"46077","STANDARD","Zionsville","IN","Boone County",39.95,-86.27,23933
"46104","STANDARD","Arlington","IN","Rush County",39.65,-85.57,1017
"46105","STANDARD","Bainbridge","IN","Putnam County",39.76,-86.81,2060
"46106","STANDARD","Bargersville","IN","Johnson County",39.51,-86.16,5174
"46107","STANDARD","Beech Grove","IN","Marion County",39.71,-86.08,11897
"46110","STANDARD","Boggstown","IN","Shelby County",39.56,-85.91,529
"46112","STANDARD","Brownsburg","IN","Hendricks County",39.84,-86.39,31478
"46113","STANDARD","Camby","IN","Marion County",39.63,-86.3,12541
"46115","STANDARD","Carthage","IN","Rush County",39.73,-85.57,1888
"46117","STANDARD","Charlottesville","IN","Hancock County",39.82,-85.65,654
"46118","STANDARD","Clayton","IN","Hendricks County",39.68,-86.52,4846
"46120","STANDARD","Cloverdale","IN","Putnam County",39.52,-86.79,5884
"46121","STANDARD","Coatesville","IN","Hendricks County",39.68,-86.66,5044
"46122","STANDARD","Danville","IN","Hendricks County",39.76,-86.51,14514
"46123","STANDARD","Avon","IN","Hendricks County",39.76,-86.39,29706
"46124","STANDARD","Edinburgh","IN","Johnson County",39.35,-85.96,7395
"46126","STANDARD","Fairland","IN","Shelby County",39.59,-85.85,4874
"46127","STANDARD","Falmouth","IN","Rush County",39.74,-85.35,347
"46128","STANDARD","Fillmore","IN","Putnam County",39.67,-86.75,2059
"46130","STANDARD","Fountaintown","IN","Shelby County",39.66,-85.78,2493
"46131","STANDARD","Franklin","IN","Johnson County",39.49,-86.05,27641
"46133","STANDARD","Glenwood","IN","Fayette County",39.62,-85.3,894
"46135","STANDARD","Greencastle","IN","Putnam County",39.64,-86.84,15310
"46140","STANDARD","Greenfield","IN","Hancock County",39.79,-85.77,36321
"46142","STANDARD","Greenwood","IN","Johnson County",39.61,-86.11,32018
"46143","STANDARD","Greenwood","IN","Johnson County",39.61,-86.11,42789
"46146","STANDARD","Homer","IN","Rush County",39.58,-85.52,118
"46147","STANDARD","Jamestown","IN","Boone County",39.92,-86.62,2835
"46148","STANDARD","Knightstown","IN","Henry County",39.79,-85.52,4851
"46149","STANDARD","Lizton","IN","Hendricks County",39.88,-86.54,1874
"46150","STANDARD","Manilla","IN","Rush County",39.57,-85.63,859
"46151","STANDARD","Martinsville","IN","Morgan County",39.42,-86.42,30704
"46156","STANDARD","Milroy","IN","Rush County",39.49,-85.51,1491
"46157","STANDARD","Monrovia","IN","Morgan County",39.57,-86.5,3097
"46158","STANDARD","Mooresville","IN","Morgan County",39.61,-86.37,23071
"46160","STANDARD","Morgantown","IN","Morgan County",39.37,-86.25,6126
"46161","STANDARD","Morristown","IN","Shelby County",39.67,-85.69,2589
"46162","STANDARD","Needham","IN","Johnson County",39.48,-85.99,504
"46163","STANDARD","New Palestine","IN","Hancock County",39.72,-85.89,12755
"46164","STANDARD","Nineveh","IN","Johnson County",39.38,-86.08,4281
"46165","STANDARD","North Salem","IN","Hendricks County",39.85,-86.64,1547
"46166","STANDARD","Paragon","IN","Morgan County",39.39,-86.56,2316
"46167","STANDARD","Pittsboro","IN","Hendricks County",39.86,-86.46,6396
"46168","STANDARD","Plainfield","IN","Hendricks County",39.7,-86.38,25058
"46171","STANDARD","Reelsville","IN","Putnam County",39.53,-86.95,1735
"46172","STANDARD","Roachdale","IN","Putnam County",39.84,-86.8,2365
"46173","STANDARD","Rushville","IN","Rush County",39.61,-85.44,10684
"46175","STANDARD","Russellville","IN","Putnam County",39.85,-86.98,657
"46176","STANDARD","Shelbyville","IN","Shelby County",39.52,-85.77,26543
"46180","STANDARD","Stilesville","IN","Hendricks County",39.63,-86.63,1070
"46181","STANDARD","Trafalgar","IN","Johnson County",39.41,-86.14,4638
"46182","STANDARD","Waldron","IN","Shelby County",39.48,-85.66,1938
"46184","STANDARD","Whiteland","IN","Johnson County",39.55,-86.08,11198
"46186","STANDARD","Wilkinson","IN","Hancock County",39.88,-85.6,1756
"46201","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,26358
"46202","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,9367
"46203","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,32656
"46204","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,2431
"46205","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,21760
"46208","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,16177
"46209","UNIQUE","Indianapolis","IN","Marion County",39.77,-86.14,77
"46214","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,20981
"46216","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,1499
"46217","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,28011
"46218","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,25911
"46219","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,31023
"46220","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,32142
"46221","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,23883
"46222","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,29145
"46223","UNIQUE","Indianapolis","IN","Marion County",39.77,-86.14,42
"46224","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,35320
"46225","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,6082
"46226","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,40077
"46227","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,47146
"46228","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,14253
"46229","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,25282
"46231","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,10315
"46234","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,23626
"46235","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,25742
"46236","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,27984
"46237","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,36712
"46239","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,21904
"46240","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,18416
"46241","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,26766
"46249","UNIQUE","Indianapolis","IN","Marion County",39.77,-86.14,222
"46250","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,17854
"46254","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,36391
"46255","UNIQUE","Indianapolis","IN","Marion County",39.77,-86.14,63
"46256","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,23971
"46259","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,11145
"46260","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,30108
"46266","UNIQUE","Indianapolis","IN","Marion County",39.77,-86.14,32
"46268","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,23444
"46277","UNIQUE","Indianapolis","IN","Marion County",39.77,-86.14,232
"46278","STANDARD","Indianapolis","IN","Marion County",39.77,-86.14,8709
"46280","STANDARD","Indianapolis","IN","Hamilton County",39.77,-86.14,6633
"46285","UNIQUE","Indianapolis","IN","Marion County",39.77,-86.14,1026
